DISTRICT,DZCAMPUS,DA00A001S15R,DB00A001S15R,DW00A001S15R,DH00A001S15R,DI00A001S15R,D200A001S15R,D300A001S15R,D400A001S15R,DE00A001S15R,DA00AR01S15R,DA00AM01S15R,DA00AC01S15R,DA00AS01S15R,DA00AW01S15R,DA0AT14R,DA0912DR14R,DAGC4X14R,DAGC5X13R,DA0GH14N,DA0CC14R,DA0CT14R,DA0CSA14R,DA0CAA14R,DA0GR14N,DPSTTOFC,DPSATOFC,DPSTURNR,DPSTEXPA,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSAKIDR,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTSPFP,DPSTGOFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTO2FP,DPST05FP,DPSTADFP,DPSTKIDR,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPETALLC,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DZRVLOCP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DISTNAME,REGION,DZRATING,DZCNTYNM,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
185903,4,71,55,89,68,,100,-1,,68,71,78,70,65,71,96.5,0,98.7,95.3,61,16.3,57.3,-1,19.4,75,102.9,227.3,19.6,12.7,45.3,5.5,3.1,1.1,23.6,21.4,47.4,5,78.2,3.8,1.9,5.3,7.7,3,1,75.7,23.3,0,29.2,16.6,11.1,43884,58922,71759,85301,1141,12.3,0.9,86.2,0,0.2,0,0.4,79,25,9.3,20.9,22.2,5.5,273668,1.017,14137580,12240,51.1,13.2,4196803,0,16274055,14946525,12941,46.7,6981929,6045,56.1,15.5,12.5,1.3,4.2,0.2,6.1,1.5,2.5,0,35.8,5.2,4.8,23.1,20.2,FRIONA ISD,16,Met Standard,185 PARMER,"1,000 to 1,599",Non-metropolitan Stable,"$267,621 to < $285,930",Under $1.1398
185904,1,68,,75,56,-1,,,,64,77,78,50,54,68,95.5,0,100,84.6,11,33.3,81.8,-1,21.3,11,17.5,36.2,41.6,9.9,48.3,2.8,3.6,2.8,11.1,31.5,18,5.3,82.2,10.1,2,0,5.7,0,0,97.1,2.9,0,34.3,0,11,37474,46500,74386,72100,193,61.7,0,36.3,1.6,0,0,0.5,72.5,11.4,9.3,23.8,11.4,0.5,336443,1.17,2265739,12449,51.2,7.8,643332,0,2339092,2169969,11923,56.3,1221765,6713,54.8,8,18.2,1.1,10,0.2,2.4,3.5,1.9,0,41,10.6,2.8,12.1,18.2,LAZBUDDIE ISD,16,Met Standard,185 PARMER,Under 500,Rural,"$332,093 to < $369,248",$1.1398 to under $1.2401
186901,1,66,,67,65,,77,,,65,68,94,65,58,48,95.4,0,100,100,9,-1,44.4,-1,,9,15.5,28,17.6,9.4,55.3,0.2,1.8,3.4,14.3,25,42.9,6.3,83.9,10.7,0,3.2,0,2.2,0,71,29,0,44.8,9.7,11.4,43417,43961,94000,74507,177,22,0,78,0,0,0,0,53.1,15.3,2.3,46.9,14.7,1.1,3198828,1.06,2373231,15822,50.5,4.9,4398310,0,2133068,1811215,12075,44.3,802546,5350,59.5,4.7,12.3,0.7,8,0.4,8.4,0.3,5.5,0,44.6,13.8,4.3,15.6,21.9,BUENA VISTA ISD,18,Met Standard,186 PECOS,Under 500,Rural,"$1,678,318 and over",Under $1.1398
186902,5,68,82,81,66,-1,-1,100,,60,68,82,72,69,56,94.1,2.9,86.6,89.5,100,8.1,55.9,1267,17.7,111,162.7,339.7,24.8,11.6,47.9,8.7,2.8,1.8,12.2,26.6,69.2,7.3,75.7,3.9,8.3,2.5,5.8,3.8,2.5,39.2,55.2,3.1,38.3,26.9,15.2,47117,49444,70186,93726,2475,11.8,0.7,86.4,0.1,0.6,0,0.4,61.7,11.2,5.5,22.2,10.2,2.9,554792,1.206,29176603,12101,33.4,8,16419256,0,31561302,23510516,9751,51.4,12078839,5010,56.5,10.3,17.1,1.8,5.3,0.3,5,1.6,0.9,1.3,58.6,10.6,5.1,14.8,18.2,FORT STOCKTON ISD,18,Met Standard,186 PECOS,"1,600 to 2,999",Non-metropolitan Stable,"$533,171 to < $666,628",$1.1398 to under $1.2401
186903,4,84,-1,89,81,100,,,-1,79,85,94,78,80,82,95.1,0,90.3,93.1,24,9.1,40.7,1320,20,27,48.1,94,19.6,15.6,51.1,4.2,4.3,2.1,11.7,26.6,28.7,5.8,78.1,7,2.1,4.2,8.7,0,0,85.4,12.5,2.1,35.4,14.6,11.3,52880,61852,83952,112680,543,30.9,6.4,60.2,1.1,0,0.6,0.7,44.4,9.8,9.9,22.7,9.6,0.6,3823814,1.17,12253276,21764,18.3,3.2,1361303,0,18149022,8565011,15213,48.8,4179282,7423,55.4,11,14.5,4.2,5,0.8,6.4,0,2.7,0,78.5,12.6,7.6,13.7,17.4,IRAAN-SHEFFIELD ISD,18,Met Standard,186 PECOS,500 to 999,Rural,"$1,678,318 and over",$1.1398 to under $1.2401
187901,1,74,-1,75,75,72,71,-1,,70,75,83,79,66,69,96,0,100,100,23,17.6,48.6,1327,17.2,35,40.1,67.3,13.5,15.8,59.6,1.5,3.5,3,8.2,24.3,7.4,7.4,83.2,6,0,0,9.4,1.4,0,92.6,4.9,2.5,27.3,12.9,12.4,46189,36410,69072,74914,498,67.5,1.2,7.4,20.7,0.6,0,2.6,52,0,11,25.3,0,12.4,551115,1.182,6226571,11905,23.2,13,4674981,0,5559606,4690225,8968,57.5,2697324,5157,61,12.5,10.4,0,8.1,0.4,3.5,0.8,3.4,0,63.8,6.9,7.1,11.8,16.7,BIG SANDY ISD,06,Met Standard,187 POLK,Under 500,Rural,"$533,171 to < $666,628",$1.1398 to under $1.2401
187903,3,69,63,74,69,,91,-1,,68,68,89,60,69,77,97.1,0,92.3,100,7,0,63.6,-1,16.7,11,21.5,44,19.8,13.9,48.9,2.3,4.5,4.5,9.1,30.6,37.5,5.4,79.6,15.8,0,4.7,0,0,23.3,67.4,4.7,4.7,41.9,25.6,11.1,39474,64277,75373,93704,239,31.4,16.7,48.5,0,0.4,0,2.9,86.6,16.3,7.5,28.5,15.9,0.8,550302,1.17,2663976,12220,33.5,11.5,958209,0,2805945,2715735,12458,43.8,1189086,5455,62.3,7.2,14.3,0.4,6.5,0.1,3.3,0,4.7,1.2,55,17.6,8.8,10.8,18.9,GOODRICH ISD,06,Met Standard,187 POLK,Under 500,Rural,"$533,171 to < $666,628",$1.1398 to under $1.2401
187904,4,64,55,68,68,,60,,,61,70,66,57,67,50,96.8,0,96,100,67,3.6,74.3,1313,16.5,74,91.1,179.2,17.7,12.5,50.8,2.8,4.9,1.1,15.6,24.7,28.7,5.5,81.5,7,0,0,10,1.5,4.4,90.1,3.3,2.2,32.9,17.3,10.8,42698,47892,46662,80450,988,37.1,26,35,0.1,0.2,0,1.5,73.7,11.8,11,30.8,11.1,4.3,247433,1.2,12561642,12243,51.7,14,2197998,0,11139047,10366254,10104,55.2,5719827,5575,51.7,22.3,11.6,0.5,4.7,0.2,2.5,0.9,5.8,0,34.3,9.7,5.8,7.3,22.1,CORRIGAN-CAMDEN ISD,06,Met Standard,187 POLK,500 to 999,Non-metropolitan Stable,"$233,451 to < $256,362",$1.1398 to under $1.2401
187906,2,57,55,65,44,-1,-1,,,52,68,43,39,41,70,97.1,1.9,78.6,86.7,8,16.7,54.5,-1,16.6,11,15.6,36.5,28.6,12.4,42.6,5.3,0,5.5,16.4,30.1,24.7,4.6,79.8,9.1,0,0,11.2,0,12.9,87.1,0,0,19.3,31.8,10.8,41019,42117,,74578,168,48.8,26.2,21.4,1.8,0,0,1.8,79.8,6,11.3,29.8,6,6.5,746175,1.142,2776977,16335,14.7,25.4,873695,0,2903422,2669588,15703,52.6,1403294,8255,41,12.1,35.5,0.2,6.2,0.3,3.3,0,1.5,0,59.8,14.4,5.8,10,17.2,LEGGETT ISD,06,Improvement Required,187 POLK,Under 500,Rural,"$666,628 to < $1,678,318",$1.1398 to under $1.2401
187907,6,73,59,77,67,67,72,100,-1,68,74,86,77,69,63,96.6,0.6,94.4,94.4,181,19.5,51.8,1413,20,228,277.6,606.3,22.7,11.4,45.8,7.6,3.9,0.7,11.4,30.6,14.6,6.7,84.9,6.3,0.6,1.2,5.8,1.2,2.2,92.5,3.5,1.8,36,15.8,14.6,46454,56152,66484,109231,4049,64.9,10.3,21.3,0.4,0.5,0,2.6,67.7,7.2,10.1,28.7,6.9,3.9,326117,1.395,43297619,10781,42.7,10.4,9826213,0,42687113,35577948,8859,53.4,18997242,4730,52.8,17.6,13.6,1.5,6.2,0.3,4.7,1.3,0.6,1.4,46.9,5.5,4.5,12.1,24.5,LIVINGSTON ISD,06,Met Standard,187 POLK,"3,000 to 4,999",Independent Town,"$322,342 to < $332,093",$1.3690 and over
187910,2,83,-1,84,80,70,57,-1,,81,85,83,82,81,79,96.1,0,88.6,100,25,6.7,45.5,1398,-1,33,67.7,152.5,24.7,10,44.4,2,2.2,2.6,16.9,31.9,9.2,5.9,83.6,7.3,0,0,7.7,1.3,1.5,94.1,1.5,3,40,21.6,13.2,44288,51553,67448,85212,893,87.3,1.1,7.6,1,0.6,0,2.4,72.8,0.6,11.3,25.6,0.6,4.5,468092,1.156,10050256,10996,35.4,10.7,3718146,0,9781469,8870023,9705,54.5,4830893,5285,61.9,10.8,17.5,0,6.6,0.3,1.1,0,1.7,0,53.9,9,5.5,11.2,19.9,ONALASKA ISD,06,Met Standard,187 POLK,500 to 999,Non-metropolitan Stable,"$426,008 to < $476,841",$1.1398 to under $1.2401
188901,53,78,67,86,75,75,79,71,82,72,78,85,82,76,70,95.6,1.1,90.1,92.3,1469,19,65,1351,20,1847,2278.1,4162.7,10.5,12,54.7,10,2.8,0.6,9.5,22.3,23.3,8,67.8,5.1,5.1,7.1,9.4,5.4,1.5,83.9,12.2,2.3,30.3,16.2,14.6,51268,59400,76902,104786,33169,35.6,9.9,45.6,0.5,5.4,0.1,2.9,67.3,15,9.4,26.6,14.9,4.8,227111,1.189,300078748,9055,53.4,12.2,72236808,0,313835219,274291751,8277,61.9,169796191,5124,60,13.8,11.7,4.5,3.3,0.3,2,1.1,2.8,0.5,34.5,3.9,5.1,9.4,19.7,AMARILLO ISD,16,Met Standard,188 POTTER,"25,000 to 49,999",Other Central City,"$213,468 to < $233,451",$1.1398 to under $1.2401
188902,4,78,89,78,75,75,90,100,-1,74,78,87,76,83,70,95.6,1.1,96.7,90.8,65,21.7,51.7,-1,20.7,89,96.6,192.5,32.6,9.3,50.2,4.2,3.3,1.9,10.2,30.4,11.5,6.8,85.4,4.1,0,2.1,6.9,1.5,1,91.7,5.2,2.1,47,8.6,13.6,43528,56243,74477,97399,1310,70.4,1.8,23.7,0.8,0.5,0.1,2.7,61.2,2.7,10.2,25.8,2.5,6.6,164053,1.35,14036881,9871,64.4,8.3,4181661,0,13446878,11678722,8213,50.8,5934799,4174,60.5,12.1,10.3,0.3,4.3,0.5,7.3,1.8,2.4,0.5,27.3,8.4,6.3,11.8,22.8,RIVER ROAD ISD,16,Met Standard,188 POTTER,"1,000 to 1,599",Other Central City Suburban,"$153,471 to < $180,893",$1.2401 to under $1.3690
188903,3,79,89,76,78,78,78,88,,77,78,83,88,82,64,96.5,0.7,92.9,94.3,52,14,81.1,1333,19.9,53,75.9,143.2,11.9,11.6,53,6.1,5,1.4,11.2,23.3,17.1,6.2,83.8,5.5,0,2.6,7.9,0.2,1.3,88.1,7.9,2.6,30,15.3,11.7,50263,56391,67418,92321,888,51.7,4.1,32.4,0.8,8.7,0.1,2.3,54.7,6.5,10.6,33.6,6.4,4.7,1063623,1.168,10683421,11844,11.6,10.2,2476876,0,11536314,9493852,10525,58.1,5517487,6117,53.6,13.4,14.9,1.4,4.4,1.2,4.5,1.5,4.5,0.6,78.2,7.6,5,11.9,17.4,HIGHLAND PARK ISD,16,Met Standard,188 POTTER,500 to 999,Non-metropolitan Stable,"$666,628 to < $1,678,318",$1.1398 to under $1.2401
188904,3,87,93,88,83,-1,92,-1,,72,90,87,85,84,85,95.8,0,96.5,93.1,99,41.8,84.3,1530,22.2,108,124,204.7,16.6,14.6,60.5,5.2,1.7,2,9.5,21.1,6.1,7.3,76.7,6.8,0,1.2,7.5,7.8,0,96,2.4,1.6,17.7,16.1,12,51178,57050,66840,86062,1493,83.5,0.6,12.7,0.5,0.5,0,2.2,21.1,0.7,8.2,44.8,0.6,8.9,631675,1.294,16272301,11070,9.6,5.5,2793616,0,19436330,13542650,9213,61.1,8268092,5625,66.7,15.4,3.5,0.4,5,0.3,6.1,1.8,1,0,84.9,6.6,4.6,8.1,19.7,BUSHLAND ISD,16,Met Standard,188 POTTER,"1,000 to 1,599",Other Central City Suburban,"$533,171 to < $666,628",$1.2401 to under $1.3690
189901,1,60,,86,58,,-1,,,53,64,66,62,50,46,94.9,0,88.9,92.9,15,16.7,66.7,,18.8,18,27.9,57.5,42.9,9.1,48.5,5.9,1.7,3.5,15.7,24.7,60,6.1,82.3,7.1,0,3.6,6.9,0.1,3.6,66.8,26.1,3.6,47.6,20.1,12.6,42221,42252,68900,78750,351,14,0,85.2,0,0.3,0,0.6,68.7,15.7,10.8,22.5,15.4,4.3,444828,1.33,4817488,13532,42.1,8.4,1223936,0,4621360,3958967,11121,53.9,2135560,5999,50.4,13.5,15.1,2.1,5,0.1,5.5,1.4,6.8,0,49.5,12.2,4.6,12.8,16.4,MARFA ISD,18,Improvement Required,189 PRESIDIO,Under 500,Rural,"$426,008 to < $476,841",$1.2401 to under $1.3690
189902,3,71,,94,70,-1,-1,95,,69,70,85,71,69,68,95.3,3.3,90,89.1,81,1.2,88.7,1194,16.5,97,106.4,268.5,20.3,12.4,39.6,4.4,1.7,0.7,20.8,32.7,77.8,5.1,77.8,6.3,8.3,0,7.5,0.1,0,18.4,54.6,27,25.5,22.1,12.9,46648,58039,72859,104898,1373,1.3,0,96.6,0.1,1.6,0,0.4,89.1,58.2,7.2,25.9,58.2,5,111953,1.41,18712371,13337,72.5,13.2,6073380,0,18899751,17295286,12327,51.2,8861110,6316,57.8,8,16.6,3.2,3.6,0.2,6.1,1.1,2.7,0.7,14.3,10,6.3,12.2,20.3,PRESIDIO ISD,18,Met Standard,189 PRESIDIO,"1,000 to 1,599",Non-metropolitan Stable,"$103,884 to < $153,471",$1.3690 and over
190903,4,86,85,86,85,96,82,100,89,82,86,88,87,86,79,95.9,1,98.1,99,85,31.7,59.4,1477,21,101,128.8,286,16.4,13.5,45,4.6,1.8,1.4,13.3,33.9,8.9,5.7,73.5,5.2,1.6,6,11.2,2.5,1.6,95.3,0.8,2.3,30.3,16.9,12.7,42552,51572,72355,88410,1630,76.6,2.3,15,1.5,0.4,0.2,4,60.6,5.2,10.1,23.7,5.2,5.8,304408,1.235,16011201,9926,45.7,11,2093441,0,15955520,14484351,8980,57,8252179,5116,57.1,18.8,10,1.6,4.6,0.4,4.2,1.3,1.9,0,43.3,5.9,4.3,11.8,21,RAINS ISD,07,Met Standard,190 RAINS,"1,600 to 2,999",Non-metropolitan Stable,"$285,930 to < $307,766",$1.1398 to under $1.2401
191901,16,84,71,86,79,88,88,87,-1,74,86,85,87,79,78,96,0.1,96.4,96.3,510,38.8,56.5,1529,22.3,680,597.5,1046.8,11.1,11,57.1,8,3,1.1,8.7,22.2,12.4,9,76,4.9,0.3,0.3,13.4,5.1,0.2,91.2,7.4,1.2,39.1,20.1,15.7,50029,54234,71580,102230,9396,72.5,2.3,22.5,0.5,1,0.1,1.1,26.3,1.6,9.4,25.2,1.6,3,355681,1.228,78684229,8383,34.3,6.3,21437792,0,76863746,67525258,7194,59.4,40092372,4272,70,12.9,5,0.1,3.7,0.4,3.1,2.1,1.6,1.3,59.4,5,6,11.1,18.6,CANYON ISD,16,Met Standard,191 RANDALL,"5,000 to 9,999",Other Central City,"$332,093 to < $369,248",$1.1398 to under $1.2401
192901,3,61,-1,74,59,-1,-1,-1,,55,60,74,68,55,59,94.4,0.7,95.3,85.4,46,6.3,48.5,-1,18.8,66,77.4,147.6,22.9,9.7,52.4,7.3,4.1,1.9,12.9,21.4,36.5,6,75,5,3,7.8,5,4.2,0,71.4,27.3,1.3,49.1,15.9,11.5,43882,51283,69043,95253,887,16.3,0.8,81.8,0.2,0.3,0,0.5,34.9,12.2,6.7,26.7,12.1,2.9,2660972,1.2,15895312,17353,13.1,5.1,9727406,0,15144535,10946075,11950,51,5585802,6098,49.5,10.8,20,2.2,3.7,2.9,7.8,0.9,2.1,0,81.8,7.8,5.6,15.6,20,REAGAN COUNTY ISD,18,Met Standard,192 REAGAN,500 to 999,Other Central City Suburban,"$1,678,318 and over",$1.1398 to under $1.2401
193801,2,38,,45,32,,-1,,,34,42,45,41,-1,-1,94.7,16.7,43.8,50,1,,0,,,7,25.6,54,33.6,3.4,47.5,9.3,3.7,5.6,20.9,13,16.7,4.3,69.6,2.4,0,0,28,0,0,82.1,15.4,2.5,72.9,19.3,9,41602,48480,44267,73825,231,35.9,4.3,57.6,0,0,0.4,1.7,69.3,1.7,42.4,38.1,1.7,0,,,3383234,18189,89.3,9.6,0,613550,3575567,3575567,19223,56,2003894,10774,17.7,62.3,14.3,1.4,1.6,0,0.5,2.3,0,0,1.1,12.8,12.5,8.6,10.1,BIG SPRINGS CHARTER SCHOOL,20,Not Rated,193 REAL,Under 500,Charters,Non-taxing entities,Non-taxing entities
193902,1,84,,90,73,,-1,,,80,88,87,79,85,73,94.7,0,100,80,18,16.7,81.8,-1,20.2,22,22.4,43.6,26.2,14.9,51.3,13.3,2.3,6.8,0,26.3,17.2,5.4,84.8,8.9,0.6,0,5.8,0,0,91.1,8.9,0,13.4,31.3,10.5,43275,29116,31903,58375,236,58.9,0.4,38.6,0.4,0,0,1.7,63.6,8.5,9.3,42.8,8.5,3.4,1009929,1.04,3522365,12998,12.1,9.7,797899,0,3065814,2655096,9797,50.1,1329784,4907,60.2,16.9,13.4,1.5,7.6,0.5,0,0,0,0,78.3,11.2,5.6,10,23.2,LEAKEY ISD,20,Met Standard,193 REAL,Under 500,Rural,"$666,628 to < $1,678,318",Under $1.1398
194902,3,89,,90,73,100,-1,,,85,90,85,96,78,79,96.4,1.6,96.2,94.9,24,19,72.4,,20.4,29,33.8,58.9,3,16.2,57.3,4.7,1.6,3.4,10.2,22.8,6.8,6.2,81.7,5.2,0,1.7,5.4,6.1,0,94.1,3,3,14.8,18.6,10.8,42675,36229,67464,80806,365,84.7,0.5,8.5,1.6,0,0,4.7,52.9,1.9,13.2,29.3,1.6,5.2,126174,1.04,3871904,10493,73.1,5.9,852612,0,3785058,3591168,9732,54.9,1970614,5340,70.1,6.8,8.9,0.1,7.7,0.6,3.1,2.1,0.6,0,21,10.4,6.4,13,15.4,AVERY ISD,08,Met Standard,194 RED RIVER,Under 500,Rural,"$103,884 to < $153,471",Under $1.1398
194903,3,85,84,86,78,-1,86,-1,,83,84,95,87,77,87,96.2,0,100,97.9,23,21.7,59,1498,20.4,39,61.3,111,10.1,16.3,55.2,5.6,2.5,1.8,12.6,22.2,5.4,6.1,84.5,9.1,0,1.6,2.5,2.3,0,98.4,0,1.6,17.9,23.1,11,42308,42431,64909,77074,677,78.1,4.3,12.6,0.6,0.3,0,4.1,58.3,3.4,10.8,29.5,3.4,11.5,327834,1.3,7840092,11168,54,6.1,3919623,0,7752103,6562504,9348,56.5,3709194,5284,62.3,10.9,10.6,0.3,7,0.5,5.5,1.9,1,0,39.9,5.5,5.1,13,19.9,RIVERCREST ISD,08,Met Standard,194 RED RIVER,500 to 999,Rural,"$322,342 to < $332,093",$1.2401 to under $1.3690
194904,3,68,64,73,72,,67,,,66,71,78,63,65,57,97.3,0.5,90.6,93,42,5.6,73.5,,16.1,49,45.9,115,34.6,12.8,39.9,7.2,3,1.7,21.7,26.5,50,5.3,62.5,5.4,0.6,18,9.4,4,38.6,57.2,2.1,2.2,41,28.7,13.4,43582,52464,71560,98220,613,17,57.3,22.3,0.3,0.2,0,2.9,89.1,10.4,9.8,22,10.1,6.4,328981,1.04,7753726,12711,54.5,15.9,1676396,0,7404688,7225973,11846,48.5,3504849,5746,45.3,17.1,20.1,0.7,4.6,0.9,5.5,1.5,2.6,1.7,29.6,12,6.2,11.3,22,CLARKSVILLE ISD,08,Met Standard,194 RED RIVER,500 to 999,Rural,"$322,342 to < $332,093",Under $1.1398
194905,3,75,59,78,79,-1,57,,,71,80,83,66,80,62,95.8,0,97.2,97.1,20,31.3,47.1,-1,20,34,44.6,107.4,26.9,10.4,41.5,11.3,1.9,1.9,27.8,15.7,10,5,73.4,8.4,0,8.4,7.2,2.6,1.7,98.3,0,0,44.3,10.9,11.9,39414,44840,63680,71175,532,80.5,10.9,4.9,0.2,0.2,0,3.4,65,1.1,13.2,32.9,1.1,4.1,120971,1.382,7322062,14470,59.5,21,1698838,0,6866292,6141792,12138,60.6,3719745,7351,35.8,24,30.4,0,4.5,0.2,4.8,0.4,0,0,19.5,8.7,3.5,10.3,17,DETROIT ISD,08,Met Standard,194 RED RIVER,500 to 999,Rural,"$103,884 to < $153,471",$1.3690 and over
195901,5,71,100,81,69,-1,-1,92,,67,71,75,74,63,67,94.8,1.3,91.5,98.5,114,9.6,40,1315,17.6,130,181.1,383.1,11.1,13.4,47.3,6.4,2.8,1.6,18.6,23.4,70.6,6.4,78.9,4.7,2,2.7,10,1.7,1.7,38.8,54.6,5,27.3,17.1,13.4,50069,57832,70253,97204,2433,7.1,0.6,90.8,0.3,1,0.1,0.2,69.1,9.4,8.5,25,8.9,6.2,834539,1.138,27472225,11847,6.7,9.9,3557804,0,30675215,26559752,11453,53.9,14314330,6173,50.2,14.7,16.7,0.4,4.5,2.6,6.5,1.1,1,2.4,83.4,7.9,4.3,14.6,19.3,PECOS-BARSTOW-TOYAH ISD,18,Met Standard,195 REEVES,"1,600 to 2,999",Non-metropolitan Stable,"$666,628 to < $1,678,318",Under $1.1398
195902,1,68,,86,66,,,,,65,70,92,60,75,48,96.1,0,100,100,11,25,72.7,1280,17.3,11,17.5,34.1,5.7,9.9,51.3,3.2,2.9,4.4,17.6,20.5,71.8,4.7,73.8,10.7,0,2.9,5.7,6.9,0,42.9,57.1,0,45.7,0,9.2,40923,59194,65992,57792,161,13,0,87,0,0,0,0,85.1,6.2,9.3,34.2,6.2,1.9,183998,1.233,2526108,14947,76.8,5.3,642987,0,2396802,2279249,13487,49.3,1123783,6650,56.3,9.1,16.7,0.3,9.3,0.3,6.3,1.2,0.6,0,17.9,15,4.6,9.4,21.7,BALMORHEA ISD,18,Met Standard,195 REEVES,Under 500,Rural,"$180,893 to < $213,468",$1.1398 to under $1.2401
196901,2,77,100,84,75,,,,,70,80,75,65,71,86,96.2,1.6,100,77.8,8,-1,33.3,-1,,9,20.4,36.3,19,10.8,56.3,8.3,2.8,5.5,0,27.2,56.1,4.4,81.1,5.9,0,0,13,0,0,44.1,55.9,0,34.3,24.5,7.9,42954,42714,84566,79596,161,24.8,1.9,73.3,0,0,0,0,51.6,0,5.6,38.5,0,8.7,3447985,1.06,2627976,16739,24.9,5.2,426400,0,2651031,2503258,15944,45.8,1146329,7301,62.9,13,15.9,0,4.1,0.1,3.9,0.2,0,0,69.9,16.7,6.4,16.6,14.6,AUSTWELL-TIVOLI ISD,03,Met Standard,196 REFUGIO,Under 500,Rural,"$1,678,318 and over",Under $1.1398
196902,2,75,63,83,70,,71,100,,74,79,88,74,63,75,96.8,0,100,100,22,3.8,66.7,1440,18.6,39,51.9,97,27.5,19.6,53.5,2.1,2.1,2.1,20.6,19.6,39.7,5.4,80.2,7.4,0,0,11.6,0.9,1,68.4,28.7,1.9,13.5,7.6,10.2,47434,48750,62473,82342,528,42.4,3.2,51.3,0,0.8,0,2.3,50,0,12.5,30.5,0,11,336048,1.36,7677562,14995,41.7,6.1,1711888,0,7232609,5908427,11540,59.7,3524897,6885,58.9,14.7,12.7,0,5.9,0.4,6.4,1,0,0,52.2,7,6,11.5,15.9,WOODSBORO ISD,03,Met Standard,196 REFUGIO,500 to 999,Rural,"$332,093 to < $369,248",$1.2401 to under $1.3690
196903,3,73,70,82,71,,68,,,66,68,80,80,88,61,95.4,0.5,96.2,96.5,45,11.8,66.7,1325,18.5,51,69.5,133.5,11.4,11.2,52,1.9,2.6,0.7,10.5,32.1,45.6,5.6,86.4,2.8,0,0,6.6,4.2,2.1,66.9,28.1,2.9,36.6,18.1,10.8,46890,53931,70612,120692,750,20.4,10.5,68,0,0,0,1.1,60.4,4.7,8.3,12.9,4.5,3.9,866228,1.155,11133798,15086,17,20.5,1093579,0,11590113,10006698,13559,48.4,4845628,6566,43.2,34.5,11.2,0.1,1.7,0.4,6.9,0.4,0.9,0.8,62.5,9.1,4.1,11,27.4,REFUGIO ISD,03,Met Standard,196 REFUGIO,500 to 999,Rural,"$666,628 to < $1,678,318",$1.1398 to under $1.2401
197902,1,85,100,83,96,-1,,,,88,86,100,83,82,83,97.5,0,100,100,11,37.5,61.5,-1,22.4,13,23,42,17.8,10.1,54.7,6.3,2.1,2.4,7.1,27.4,4.7,5,89.2,6.5,0,4.4,0,0,0,100,0,0,51.6,13.5,9.1,42917,55066,77000,89250,209,88.5,1,9.6,1,0,0,0,18.2,0,6.2,20.6,0,7.2,3772113,1.061,3816751,18004,22.4,2.1,855181,0,4472129,3052608,14399,52.6,1606620,7578,72.6,4.7,5.9,0,2.8,0.9,9.9,0.9,2.3,0,75.5,12.3,4.3,9.8,21,MIAMI ISD,16,Met Standard,197 ROBERTS,Under 500,Rural,"$1,678,318 and over",Under $1.1398
198901,3,87,80,89,87,-1,-1,-1,,79,90,91,78,81,91,95.3,0,92.1,94.1,28,9.7,91.2,1291,18.2,34,44,86.6,15.6,10.1,50.8,1.2,3.5,2.3,9.2,33.1,16,5.1,89.2,6.1,0.2,2.3,2.3,0,0,93.2,4.5,2.3,34.1,13.6,10.1,44998,51269,77463,75290,443,70.9,12,13.8,0.9,0.5,0,2,46.5,3.2,9.5,26.2,3.2,9.9,868736,1.418,7271516,16451,34.3,4.4,2793669,0,7019467,5983019,13536,49,2934017,6638,68.5,12.1,4,0.1,5.7,0.6,5.9,0.5,1.5,1.1,61.3,10.9,6.2,17.7,16.2,BREMOND ISD,06,Met Standard,198 ROBERTSON,Under 500,Rural,"$666,628 to < $1,678,318",$1.3690 and over
198902,1,48,46,86,47,,-1,,,48,49,45,52,42,45,97.4,3.8,84.6,92.9,9,0,55.6,,17.2,9,16.9,32.9,37.7,18.7,51.3,0.3,4.6,3,17.2,23.5,52.9,5.1,75,6.1,0,13,5.9,0,23.7,64.5,11.8,0,29.6,28.9,10,40890,50000,66762,71050,169,7.7,78.1,12.4,0,0,0,1.8,76.3,0,14.2,31.4,0,8.9,575982,1.17,2451023,14945,29.1,15.4,787470,0,2006890,2006670,12236,56.6,1136003,6927,51.6,14.9,28.1,0,3.7,0.1,0,0,1.6,0,55.5,10.5,8,10.7,14.2,CALVERT ISD,06,Improvement Required,198 ROBERTSON,Under 500,Rural,"$533,171 to < $666,628",$1.1398 to under $1.2401
